artifact__title,artifact__title_english,artifact__summary,artifact__identifier,artifact__type,artifact__type_label,artifact__date_published,artifact__date_published_year,artifact__date_circa,artifact__uri,artifact__img,artifact__doi,artifact__publication_place,artifact__publisher,artifact__rights,artifact__rights_holder,artifact__rights_uri,artifact__tags,artifact__copyright,artifact__props__Example_Label,artifact__hidden_props__Example_Label,artifact__related_urls,artifact__isbn_online,artifact__isbn_print,artifact__issn_online,artifact__issn_print,artifact__series,artifact__people,artifact__people__author,artifact__people__editor,artifact__access_type,artifact__access_orgs,artifact__search_props__Example_Label,artifact__country,artifact__high_res_thumbnail,artifact__royalty_to_id,artifact__readable,collection__uuid,file__content_type,file__name,file__media_type,file__uuid,file__url,file__language,file__fulltext_s3_url,file__fulltext_paginated_s3_url,file__toc,file__viewer_settings,file__size,file__pages,file__key_terms,file__file_hash
From Grand Bargain to beneficiary: an analysis of funding flows through the humanitarian system,,"This study has been a first attempt at answering the apparently simple and important question: ‘How much funding reaches humanitarian aid beneficiaries?’ Focusing on the classification and analysis of expenditure, the paper has not sought to make any judgments about the value or benefit of these expenditures to the aid recipients. While this approach does not capture the quality of assistance provided to crisis-affected populations, the study aims to lay the foundation for further discussions about cost-efficiency, the quality of humanitarian assistance and the added value of each actor in the chain. the report",,report,,2017-05-01,,,https://humanitarianoutcomes.org/publications/grand-bargain-beneficiary-analysis-funding-flows-through-humanitarian-system,,,,,,,,,,,,,,,,,,,Lydia Poole,,,,,,,,,1fe251a4-ed86-40b0-be14-ca863ee1d841,,,,,https://www.odi.org/sites/odi.org.uk/files/resource-documents/11588.pdf,en,,,,,,,,
Aid Worker Security Report 2017- Behind the Attacks: A look at the perpetrators of violence against aid workers,,The Aid Worker Security Report 2017 provides the latest verified statistics from the Aid Worker Security Database (AWSD) and uses this evidence base for an examination of some of the organised  groups responsible for major attacks on aid operations.,,report,,2017-08-01,,,https://humanitarianoutcomes.org/publications/aid-worker-security-report-2017-behind-attacks-look-perpetrators-violence-against-aid,,,,,,,,,,,,,,,,,,,Abby Stoddard|Adele Harmer|Monica Czwarno,,,,,,,,,1fe251a4-ed86-40b0-be14-ca863ee1d841,,,,,https://humanitarianoutcomes.org/sites/default/files/publications/awsr_2017.pdf,en,,,,,,,,
"Presence & Proximity: To Stay and Deliver, Five Years On",,"Humanitarian Outcomes undertook this study, a follow-on to the 2011  report, at the behest of the UN Office for the Coordination of Humanitarian Affairs (OCHA), the Norwegian Refugee Council (NRC), and the Jindal School of International Affairs (JSIA), OP Jindal Global University. The study presents practical recommendations for humanitarians, Member States, donors and parties to conflict to adopt so that, even in the most brutal of conflicts, people in need can access the basics they need to survive and be safer. From strengthening principled and proximate responses to reinforcing duty of care, from questioning our practices to developing collective learning, we must collectively continue to reflect on such questions and other points of attention raised in the report.",,report,,2017-06-01,,,https://humanitarianoutcomes.org/publications/presence-proximity-stay-and-deliver-five-years,,,,,,,,,,,,,,,,,,,Ashley Jackson|Steven A. Zyck,,,,,,,,,1fe251a4-ed86-40b0-be14-ca863ee1d841,,,,,https://humanitarianoutcomes.org/sites/default/files/publications/presence_and_proximity.pdf,en,,,,,,,,
Collective Resolution to Enhance Accountability and Transparency in Emergencies: Synthesis Report,,"This report presents synthesis findings from four case studies developed under the Collective Resolution to Enhance Accountability and Transparency in Emergencies (CREATE) initiative, led by Transparency International (TI). The objective of the studies was to produce an evidence base concerning the risks on aid integrity, in particular corruption risks, as well as prevention and mitigation measures, in relation to the implementation of humanitarian assistance in four complex operational settings: Afghanistan, the response to Ebola in Guinea, southern Somalia, and operations to assist Syrian refugees in Lebanon.",,report,,2017-08-01,,,https://humanitarianoutcomes.org/publications/collective-resolution-enhance-accountability-and-transparency-emergencies-synthesis,,,,,,,,,,,,,,,,,,,Adele Harmer|François Grünewald ,,,,,,,,,1fe251a4-ed86-40b0-be14-ca863ee1d841,,,,,https://humanitarianoutcomes.org/sites/default/files/publications/2017_create_synthesis_en.pdf,en,,,,,,,,
Coherence in Conflict: Bringing humanitarian and development aid streams together,,Policy study and recommendations on coherent approaches to financing in conflict across humanitarian and development portfolios commissioned by the Danish government.,,report,,2015-11-01,,,https://humanitarianoutcomes.org/publications/coherence-conflict-bringing-humanitarian-and-development-aid-streams-together,,,,,,,,,,,,,,,,,,,,,,,,,,,,1fe251a4-ed86-40b0-be14-ca863ee1d841,,,,,https://humanitarianoutcomes.org/sites/default/files/publications/coherence_in_conflict_web_1.pdf,en,,,,,,,,
Evaluation of Dutch Humanitarian Assistance 2009-2014: Support to the South Sudan Common Humanitarian Fund. Policy and Operations Evaluation Department,,"Case study contribution to the evaluation of Dutch humanitarian assistance (2009-14) focused on Dutch support to the South Sudan Common Humanitarian Fund, commissioned by the Policy and Operations Evaluation Department (IOB), Netherlands Ministry of Foreign Affairs.",,report,,2015-02-01,,,https://humanitarianoutcomes.org/publications/evaluation-dutch-humanitarian-assistance-2009-2014-support-south-sudan-common,,,,,,,,,,,,,,,,,,,Lydia Poole,,,,,,,,,1fe251a4-ed86-40b0-be14-ca863ee1d841,,,,,https://humanitarianoutcomes.org/sites/default/files/publications/406-iob-deelstudie-zuid-soedan-evaluatie-humanitaire-hulp.pdf,en,,,,,,,,
"The State of the Humanitarian System, 2015 Edition",,"Commissioned by ALNAP, Humanitarian Outcomes designed the methodology for and researched and wrote the 2010, 2012, and 2015 editions of the State of the Humanitarian System report. This edition synthesises the findings of over 350 formal evaluations and other relevant documents, 340 key informant interviews and surveys of 1,271 aid practitioners (including host-government officials) and 1,189 aid recipients, covering the period 2012–2014.The humanitarian system’s performance is assessed within its core functions of responding to major sudden-onset emergencies and supporting populations in chronic crisis, as well as its less well-defined roles of humanitarian advocacy and support for resilience. This assessment is made based on standard evaluative criteria for humanitarian action (sufficiency/coverage, relevance/ appropriateness, effectiveness, connectedness, efficiency and coherence).",,report,,2015-10-01,,,https://humanitarianoutcomes.org/publications/state-humanitarian-system-2015-edition,,,,,,,,,,,,,,,,,,,Abby Stoddard|Adele Harmer|Katherine Haver|Glyn Taylor|Paul Harvey,,,,,,,,,1fe251a4-ed86-40b0-be14-ca863ee1d841,,,,,https://humanitarianoutcomes.org/sites/default/files/publications/alnap-sohs-2015-web.pdf,en,,,,,,,,
Future Humanitarian Financing: Looking Beyond the Crisis,,,,report,,2015-05-01,,,https://humanitarianoutcomes.org/publications/future-humanitarian-financing-looking-beyond-crisis,,,,,,,,,,,,,,,,,,,Lydia Poole,,,,,,,,,1fe251a4-ed86-40b0-be14-ca863ee1d841,,,,,http://www.alnap.org/pool/files/fhf-looking-beyond-the-crisis-report.pdf,en,,,,,,,,
Figures at a Glance: 2016,,A one-page consolidated fact sheet highlighting the annual quantitative statistics that show the trends of violence against aid workers in 2015.,,report,,2016-01-01,,,https://humanitarianoutcomes.org/publications/figures-glance-2016,,,,,,,,,,,,,,,,,,,Abby Stoddard|Adele Harmer|Monica Czwarno,,,,,,,,,1fe251a4-ed86-40b0-be14-ca863ee1d841,,,,,https://humanitarianoutcomes.org/sites/default/files/publications/ho_aidworkersecpreview_1015_g.pdf_2.pdf,en,,,,,,,,
Mid-term evaluation of the Dutch Relief Alliance Evaluation Report Humanitarian Policy Group,,,,report,,2016-07-01,,,https://humanitarianoutcomes.org/publications/mid-term-evaluation-dutch-relief-alliance-evaluation-report-humanitarian-policy-group,,,,,,,,,,,,,,,,,,,Lydia Poole,,,,,,,,,1fe251a4-ed86-40b0-be14-ca863ee1d841,,,,,https://www.savethechildren.nl/sci-nl/files/28/28bcacf3-ec17-478b-b0c3-8778bf8ea3cc.pdf,en,,,,,,,,
Risk Register Tool,,"A risk register is a risk management tool that can assist in creating a repository of potential risks that could affect the organization and its operations. It describes the nature and severity of each risk, possible mitigation measures and risk ""owners."" While the risk register can be a helpful compliance tool, its purpose is best fulfilled when used alongside other risk management frameworks, tools, organizational cultural risk awareness, stakeholder buy-in and accountability. This tool was created by taking and adapting some of the toolkits that a number of the INGOs in the NGOs and Risk study used as part of their risk management practice.",,report,,2016-02-01,,,https://humanitarianoutcomes.org/publications/risk-register-tool,,,,,,,,,,,,,,,,,,,Monica Czwarno|Abby Stoddard,,,,,,,,,1fe251a4-ed86-40b0-be14-ca863ee1d841,,,,,https://humanitarianoutcomes.org/sites/default/files/publications/risk_register-blank_template.xls,en,,,,,,,,
Review of the Netherlands’ Humanitarian Assistance 2009-2014,,"This report presents the findings from an evaluation of Netherlands’ humanitarian action from 2009 to 2013. It was commissioned and supported by the Policy and Operations Evaluation Department (IOB) Ministry of Foreign Affairs. The purpose of the report is to evaluate the 2011 policy by providing insight into the development of Netherlands’ humanitarian policy, its implementation, and whether or not the envisaged results have been achieved. The report also examines the broader effectiveness of the UN-led humanitarian system, and considers the Netherlands’ humanitarian policy within the context of the challenges faced by this system. The central evaluation question is:",,report,,2015-04-01,,,https://humanitarianoutcomes.org/publications/review-netherlands%E2%80%99-humanitarian-assistance-2009-2014,,,,,,,,,,,,,,,,,,,Glyn Taylor|Paul Harvey|Elisabeth Couture,,,,,,,,,1fe251a4-ed86-40b0-be14-ca863ee1d841,,,,,https://humanitarianoutcomes.org/sites/default/files/publications/406-iob-overview-study-dutch-humanitarian-assistance-humanitarian-outcomes.pdf,en,,,,,,,,
DFID’s Internal Risk Facility: Changing the Humanitarian Financing Landscape for Protracted Crises?,,"This review assessed the ways in which the IRF provides early and predictable funding, as indicated, as well as how expected outcome indicators have been met to date. It also considers aspects of the IRF’s relevance/coherence, effectiveness/coverage, impact and sustainability. Each of these are described in separate sections of this report. report",,report,,2016-04-01,,,https://humanitarianoutcomes.org/publications/dfid%E2%80%99s-internal-risk-facility-changing-humanitarian-financing-landscape-protracted,,,,,,,,,,,,,,,,,,,Dorian LaGuardia|Lydia Poole,,,,,,,,,1fe251a4-ed86-40b0-be14-ca863ee1d841,,,,,http://www.thirdreefsolutions.com/DFID--Somalia--IRF%20Evaluation--Final%20Report.pdf,en,,,,,,,,
"Good development support in fragile, at-risk and crisis-affected contexts: a short review",,,,report,,2016-01-01,,,https://humanitarianoutcomes.org/publications/good-development-support-fragile-risk-and-crisis-affected-contexts-short-review,,,,,,,,,,,,,,,,,,,Lydia Poole,,,,,,,,,1fe251a4-ed86-40b0-be14-ca863ee1d841,,,,,http://www.oecd-ilibrary.org/development/good-development-support-in-fragile-at-risk-and-crisis-affected-contexts_5jm0v3s71fs5-en,en,,,,,,,,
NGO Risk Management: Principles and Promising Practice,,,,report,,2016-02-01,,,https://humanitarianoutcomes.org/publications/ngo-risk-management-principles-and-promising-practice,,,,,,,,,,,,,,,,,,,Abby Stoddard|Katherine Haver|Monica Czwarno,,,,,,,,,1fe251a4-ed86-40b0-be14-ca863ee1d841,,,,,https://humanitarianoutcomes.org/sites/default/files/publications/ngo-risk_handbook.pdf,en,,,,,,,,
NGOs and Risk: How international humanitarian actors manage uncertainty,,"Report of an applied research study with 14 major international NGOs, analysing the current challenges, approaches, and tools for risk management in humanitarian operations.",,report,,2016-02-01,,,https://humanitarianoutcomes.org/publications/ngos-and-risk-how-international-humanitarian-actors-manage-uncertainty,,,,,,,,,,,,,,,,,,,Abby Stoddard|Katherine Haver|Monica Czwarno,,,,,,,,,1fe251a4-ed86-40b0-be14-ca863ee1d841,,,,,https://humanitarianoutcomes.org/sites/default/files/publications/ngo-risk_report_web.pdf,en,,,,,,,,
Independent Reviews of the Value Added of CERF in the Horn of Africa Drought Response 2011: Synthesis and Overview,,"This report synthesizes the findings of four independent country reviews undertaken in 2012 as part of the CERF Performance and Accountability Framework (PAF). Separate reports on Ethiopia, Kenya, Somalia and Djibouti were commissioned by the CERF Secretariat in 2012, since one-third of 2011 CERF disbursements were made to these countries as part of the response to the drought crisis in the Horn of Arica in 2011. report",,report,,2012-10-01,,,https://humanitarianoutcomes.org/publications/independent-reviews-value-added-cerf-horn-africa-drought-response-2011-synthesis-and,,,,,,,,,,,,,,,,,,,Glyn Taylor|Barnaby Willitts - King,,,,,,,,,1fe251a4-ed86-40b0-be14-ca863ee1d841,,,,,http://www.unocha.org/cerf/sites/default/files/CERF/2012112%20HofA%20Regional%20Response%20Final.pdf,en,,,,,,,,
Bridging the needs-based funding gap: NGO field perspectives,,"In the last ten years a great deal of effort and resources has been invested by humanitarian organizations and donors to improve the evidence base on which the decisions are made, with the intention of building mechanisms for inclusive dialogue, and developing shared analysis of needs and mechanisms and approaches to enable flexible, rapid and impartial humanitarian funding. The required knowledges and principles exist to make needs-based humanitarian funding a reality. In practice, however, funding levels across different crisis are often disproportionate, funding for protracted crises is periodically volatile and NGOs often struggle to pieces together adequate and sufficiently enabling funds to reposed to new needs and sustain programs to meet ongoing needs. This report looks at the major contributing factors to the uneven achievement of a collective needs-based financing response.  report",,report,,2014-01-01,,,https://humanitarianoutcomes.org/publications/bridging-needs-based-funding-gap-ngo-field-perspectives,,,,,,,,,,,,,,,,,,,Lydia Poole,,,,,,,,,1fe251a4-ed86-40b0-be14-ca863ee1d841,,,,,https://www.nrc.no/globalassets/pdf/reports/bridging-the-needs-based-funding-gap.pdf,en,,,,,,,,
Aid Worker Security Report 2012: Host states,,"Data from the Aid Worker Security Database show that in the past several years, major violence against aid workers is increasingly concentrated in a small number of extremely insecure countries. In this report we explore why that is the case. We examine these outlier contexts, the countries where aid worker casualties continue to mount, despite organisations’ best efforts to strengthen operational security. The analysis measures relationships between aid worker violence and country-specific conditions: governance indicators, stability measures, conflict events, corruption levels and other variables.",,report,,2012-12-01,,,https://humanitarianoutcomes.org/publications/aid-worker-security-report-2012-host-states,,,,,,,,,,,,,,,,,,,Abby Stoddard|Adele Harmer|Morgan Hughes,,,,,,,,,1fe251a4-ed86-40b0-be14-ca863ee1d841,,,,,https://humanitarianoutcomes.org/sites/default/files/publications/aidworkersecurityreport2012.pdf,en,,,,,,,,
The New Normal: Coping with the Kidnapping Threat,,"This fourth edition of the Aid Worker Security Report provides the latest verified statistics on global violence against aid workers, and takes an in-depth look at kidnapping, which in 2012 affected more aid workers than any other form of major violent attack.",,report,,2013-10-01,,,https://humanitarianoutcomes.org/publications/new-normal-coping-kidnapping-threat,,,,,,,,,,,,,,,,,,,Abby Stoddard|Adele Harmer|Kate Toth,,,,,,,,,1fe251a4-ed86-40b0-be14-ca863ee1d841,,,,,https://humanitarianoutcomes.org/sites/default/files/publications/aid_worker_security_report_2013_kidnapping.pdf,en,,,,,,,,
Funding at the Sharp End: Investing in National NGO Response Capacity,,,,report,,2013-07-01,,,https://humanitarianoutcomes.org/publications/funding-sharp-end-investing-national-ngo-response-capacity,,,,,,,,,,,,,,,,,,,Lydia Poole,,,,,,,,,1fe251a4-ed86-40b0-be14-ca863ee1d841,,,,,http://www.alnap.org/pool/files/cafod-national-ngo-financing-study-july-2013.pdf,en,,,,,,,,
Review of the Nepal Risk Reduction Consortium,,"In May 2013, the Government commissioned this Review to take stock of the NRRC’s progress and achievements, as well as assess whether its strategies, architecture and investments were appropriately aligned with Government priorities and the planned new DRM structures. The Review will also inform current and future DRM work plans and advance planning for the post-2015 context, when the current phase of the NRRC is due to end. The Review Team explored a range of structural, programmatic and governance issues. The process itself involved desk-based research, a number of rounds of interviews with key stakeholders and a field visit. report",,report,,2013-08-01,,,https://humanitarianoutcomes.org/publications/review-nepal-risk-reduction-consortium,,,,,,,,,,,,,,,,,,,Glyn Taylor|Elisabeth Couture|Mahendra Gurung |Krishna Vatsa,,,,,,,,,1fe251a4-ed86-40b0-be14-ca863ee1d841,,,,,http://un.org.np/sites/default/files/2013-09-20-NRRC-review_0.pdf,en,,,,,,,,
Somalia Cash and Voucher Evaluation,,"The Evaluation of the Unconditional Cash Transfer and Voucher Programmes in Southern and Central Somalia includes all unconditional cash and voucher programmes implemented by 15 NGOs between August 2011 and December 2012 in response to the crisis. The evaluation serves to determine the appropriateness, efficiency and effectiveness of these cash transfer programmes (CTPs), their coordination and independent monitoring, the latter outsourced to the Overseas Development Institute (ODI). the report.",,report,,2013-01-01,,,https://humanitarianoutcomes.org/publications/somalia-cash-and-voucher-evaluation,,,,,,,,,,,,,,,,,,,Paul Harvey|Kerren Hedlund|Nisar Majid|Dan Maxwell|Nigel Nicholson,,,,,,,,,1fe251a4-ed86-40b0-be14-ca863ee1d841,,,,,https://www.unicef.org/evaldatabase/files/Somalia_2013-002_Humanitarian_Outcomes_Somalia_Cash_and_Voucher_Evaluation_Full_Report.pdf,en,,,,,,,,
A calculated risk: how donors should engage with risk financing and transfer mechanisms,,,,report,,2014-07-01,,,https://humanitarianoutcomes.org/publications/calculated-risk-how-donors-should-engage-risk-financing-and-transfer-mechanisms,,,,,,,,,,,,,,,,,,,Lydia Poole,,,,,,,,,1fe251a4-ed86-40b0-be14-ca863ee1d841,,,,,http://www.oecd-ilibrary.org/development/a-calculated-risk-how-donors-should-engage-with-risk-financing-and-transfer-mechanisms_5jz122cn65s6-en,en,,,,,,,,
Independent Review of Programme Criticality,,"On behalf of the multi-agency Programme Criticality Steering Committee, Humanitarian Outcomes undertook this review to identify progress, strengths and weaknesses of the programme criticality (PC) methodology and framework. The report assesses the rollout of the PC framework, including the use of PC results at country level and whether PC contributes to the UN’s ability to ‘stay and deliver’; to identify external factors that might have influenced the implementation of programme criticality; and to provide actionable recommendations for a way forward, including on the sustainability and institutionalisation within the UN system.",,report,,2014-07-01,,,https://humanitarianoutcomes.org/publications/independent-review-programme-criticality,,,,,,,,,,,,,,,,,,,Abby Stoddard|Adele Harmer|Katherine Haver|Kath Toth,,,,,,,,,1fe251a4-ed86-40b0-be14-ca863ee1d841,,,,,https://humanitarianoutcomes.org/sites/default/files/publications/independent_review_of_programme_criticality_july_2014.pdf,en,,,,,,,,
"Aid and the Transformation Decade, Development Initiatives",,,,report,,2014-11-01,,,https://humanitarianoutcomes.org/publications/aid-and-transformation-decade-development-initiatives,,,,,,,,,,,,,,,,,,,Lydia Poole,,,,,,,,,1fe251a4-ed86-40b0-be14-ca863ee1d841,,,,,http://devinit.org/wp-content/uploads/2014/11/GHA_Afganistan2014_-1.pdf,en,,,,,,,,
Figure at a Glance: 2015,,A one-page consolidated fact sheet highlighting the annual quantitative statistics that show the trends of violence against aid workers in 2015.,,report,,2015-01-01,,,https://humanitarianoutcomes.org/publications/figure-glance-2015,,,,,,,,,,,,,,,,,,,Abby Stoddard|Adele Harmer,,,,,,,,,1fe251a4-ed86-40b0-be14-ca863ee1d841,,,,,https://humanitarianoutcomes.org/sites/default/files/publications/ho_aidworkersecuritypreview2015.pdf,en,,,,,,,,
Independent Review of the Value Added of the Central Emergency Response Fund (CERF) in Bolivia,,"The CERF has become a significant resource for natural disaster response and has been called upon frequently since its inception in 2006. The CERF was the largest humanitarian donor to Bolivia in 2010 and is the second largest to date in 2011. Although relations between humanitarian actors in the government, UN and INGOs are relatively open, the broader political context and the nature of funding flows mean that, in the event of a natural disaster, there is no single, jointly constructed response plan to which the CERF contributes. By extension, the CERF is not highly relevant to INGOs, given their access to alternative humanitarian funds. For UN Agencies and government, however, (‘technical’ ministries and sub national government in particular) it is recognised as highly important source of funding. The CERF is perceived to fill a number of gaps and there is anecdotal evidence to suggest that it was used for a range of important interventions for flood-affected populations in 2010, whether or not these interventions were the most time critical.",,report,,2011-07-01,,,https://humanitarianoutcomes.org/publications/independent-review-value-added-central-emergency-response-fund-cerf-bolivia,,,,,,,,,,,,,,,,,,,Glyn Taylor,,,,,,,,,1fe251a4-ed86-40b0-be14-ca863ee1d841,,,,,https://humanitarianoutcomes.org/sites/default/files/publications/humanitarian_outomes_bolivia_cerf_final_report.pdf,en,,,,,,,,
To Stay and Deliver: Good practice for humanitarians in complex security environments,,"'In response to growing concerns regarding the insecurity of aid operations and the resulting decline in humanitarian access, the present study, commissioned by the UN Office for the Coordination of Humanitarian Affairs (OCHA), set out to identify and document those strategies and practices that have enabled humanitarian organisations to maintain effective operations in contexts characterised by high security risks. In the second half of 2010 an independent research team, led by former Emergency Relief Coordinator Jan Egeland, undertook six field studies in complex security environments, conducted interviews with 255 humanitarian practitioners and policymakers, surveyed over 1,100 national staff members, and carried out a desk-based review of organisational literature and case-based evidence. This report synthesises the findings as well as specific inputs and guidance received from the study’s Advisory Group.'",,report,,2011-08-01,,,https://humanitarianoutcomes.org/publications/stay-and-deliver-good-practice-humanitarians-complex-security-environments,,,,,,,,,,,,,,,,,,,Jan Egeland|Adele Harmer|Abby Stoddard,,,,,,,,,1fe251a4-ed86-40b0-be14-ca863ee1d841,,,,,https://humanitarianoutcomes.org/sites/default/files/publications/stay_and_deliver.pdf,en,,,,,,,,
Cash transfer programming in emergencies,,"The vast majority of international humanitarian aid is provided in-kind, in the form of food, seeds, tools, medicines, shelter materials and household goods. At the same time, however, there is a significant and growing body of experience with the provision of cash or vouchers as alternatives or complements to in-kind assistance. As experience with using cash transfers grows, so it has become increasingly clear that cash can play a part in assisting people after emergencies across a range of sectors. It can support access to food, help to rebuild or protect livelihoods, help to meet people’s need for shelter and non-food items, support refugees and facilitate return and reintegration processes. The question is no longer whether cash is an appropriate way to meet the needs of disaster-affected people, but how organisations, donors and governments can use cash transfers to best effect, in line with their missions and mandates.Download the report .",,report,,2011-06-01,,,https://humanitarianoutcomes.org/publications/cash-transfer-programming-emergencies,,,,,,,,,,,,,,,,,,,Paul Harvey| Sarah Bailey,,,,,,,,,1fe251a4-ed86-40b0-be14-ca863ee1d841,,,,,http://odihpn.org/wp-content/uploads/2011/06/gpr11.pdf,en,,,,,,,,
"Prospects for Integrating a Programme Based Approach in CAPs and Common Humanitarian Funds, A Scoping Study",,"This study, externally commissioned by UNHCR on behalf of the IASC Humanitarian Financing Group, is an attempt to determine whether two of the main vehicles for coordination in fundraising for humanitarian response - the Consolidated Appeal Process and the Common Humanitarian Funds - could potentially be improved by the introduction of a ‘programme-based approach’.",,report,,2011-06-01,,,https://humanitarianoutcomes.org/publications/prospects-integrating-programme-based-approach-caps-and-common-humanitarian-funds,,,,,,,,,,,,,,,,,,,Abby Stoddard,,,,,,,,,1fe251a4-ed86-40b0-be14-ca863ee1d841,,,,,https://humanitarianoutcomes.org/sites/default/files/publications/pba_study_final.pdf,en,,,,,,,,
"Afghanistan: Tracking major resource flows, 2002-2010",,Development Initiatives policy study analysing resources and financing flows in Afghanistan.  report,,report,,2011-01-01,,,https://humanitarianoutcomes.org/publications/afghanistan-tracking-major-resource-flows-2002-2010,,,,,,,,,,,,,,,,,,,Lydia Poole,,,,,,,,,1fe251a4-ed86-40b0-be14-ca863ee1d841,,,,,http://devinit.org/wp-content/uploads/2011/02/gha-Afghanistan-2011-major-resource-flows-1.pdf,en,,,,,,,,
Aid Worker Security Report 2011,,"The Aid Worker Security Report 2011 is the third in a series of briefing papers monitoring trends and issues in security for humanitarian operations that base findings on data from the Aid Worker Security Database (AWSD). In addition to presenting an updated analysis of statistical trends, the Aid Worker Security Report 2011 highlights the issue of security for national aid workers, drawing upon findings from a major survey of national aid workers conducted for a recent OCHA-commissioned study: To Stay and Deliver: Good Practice for Humanitarians in Complex Security Environments (Egeland, Harmer and Stoddard 2011).",,report,,2011-08-01,,,https://humanitarianoutcomes.org/publications/aid-worker-security-report-2011,,,,,,,,,,,,,,,,,,,Abby Stoddard|Adele Harmer|Katherine Haver,,,,,,,,,1fe251a4-ed86-40b0-be14-ca863ee1d841,,,,,https://humanitarianoutcomes.org/sites/default/files/publications/aidworkersecurityreport2011.pdf,en,,,,,,,,
Independent Review of the Value Added of the Central Emergency Response Fund (CERF) in Colombia,,"One of a number of country studies for the OCHA administered Central Emergency Response Fund (CERF); evaluating the use of the Fund against the criteria set by the Fund's Performance and Evaluation Framework (PAF).  Colombia is a highly complex context for humanitarian operations and, consequently, for the application of the CERF. Humanitarian needs in Colombia fall into two categories; those primarily related to conflict and those resulting from natural disasters; and each has a distinct set of political sensitivities with central government and separate national response systems. As a single and ostensibly coordinated international system works to respond to both sets of need, the ‘normal’ issues in implementing humanitarian reform are especially challenging.",,report,,2011-07-01,,,https://humanitarianoutcomes.org/publications/independent-review-value-added-central-emergency-response-fund-cerf-colombia,,,,,,,,,,,,,,,,,,,Glyn Taylor,,,,,,,,,1fe251a4-ed86-40b0-be14-ca863ee1d841,,,,,https://humanitarianoutcomes.org/sites/default/files/publications/humanitarian_outcomes_colombia_cerf_final_report.pdf,en,,,,,,,,
Independent Review of the Value Added of the Central Emergency Response Fund (CERF) in Kenya,,"Coordination structures in Kenya are noted in previous CERF studies as being relatively strong and inclusive and this remains true of UN / Government led structures for nonrefugee programming. More broadly, coordination for Kenya appears disjointed. There is no strong coordination structure that straddles both refugee and non-refugee programmes and although the concept of resilience is the topic of much discussion, a number of actors in Kenya noted the lack of central leadership from the government required to bring coherence to development and humanitarian programming. The ERF is run in close coordination with technical ministries of the government but there is little or no interaction between the ERF and the CERF. Within this context, the CERF can be considered an effective tool for the part of the system it principally serves, the UN led, sector based system for non-refugee programming. Although sectors were noted as remaining uneven, allocation processes were largely perceived to be inclusive and transparent through the system of sectoral groups. Where the CERF was directed to refugee programming, UNCHR’s internal systems and field level coordination functions are the default. By definition these are less inclusive and transparent and sit apart from ‘reformed’ coordination systems. report",,report,,2012-10-01,,,https://humanitarianoutcomes.org/publications/independent-review-value-added-central-emergency-response-fund-cerf-kenya,,,,,,,,,,,,,,,,,,,Glyn Taylor,,,,,,,,,1fe251a4-ed86-40b0-be14-ca863ee1d841,,,,,http://www.unocha.org/cerf/sites/default/files/CERF/Kenya%20CERF%20PAF%20Review%20-%20Final%20Report%2018%20Oct.pdf,en,,,,,,,,
Independent Review of the Underfunded Emergencies Window of the Central Emergency Response Fund (CERF),,"The processes behind the CERF Under-Funded Emergencies (UFE) window, and more specifically the country selection processes for CAP and non-CAP countries within it, are fundamentally sound. As such, there is no need to replace or to significantly re-model them. A major reboot of functioning systems would also risk undermining the genuine sense of collaboration and ownership of the process built through the various iterations and adjustments made since its inception. Not least because decisions made by the CERF are required to be immediately defensible, the selection processes provide a solid model for evidence-based funding allocation, worthy of consideration for adoption by donors who operate from a global level analysis. In commissioning this study, however, the CERF secretariat acknowledges that neither process is perfect and should be open to continued improvement.",,report,,2012-10-01,,,https://humanitarianoutcomes.org/publications/independent-review-underfunded-emergencies-window-central-emergency-response-fund-cerf,,,,,,,,,,,,,,,,,,,Abby Stoddard|Glyn Taylor,,,,,,,,,1fe251a4-ed86-40b0-be14-ca863ee1d841,,,,,https://humanitarianoutcomes.org/sites/default/files/publications/406-iob-overview-study-dutch-humanitarian-assistance-humanitarian-outcomes_0.pdf,en,,,,,,,,
Global Humanitarian Assistance Report 2012,,,,report,,2012-01-01,,,https://humanitarianoutcomes.org/publications/global-humanitarian-assistance-report-2012,,,,,,,,,,,,,,,,,,,Lydia Poole,,,,,,,,,1fe251a4-ed86-40b0-be14-ca863ee1d841,,,,,http://devinit.org/wp-content/uploads/2012/07/Global-Humanitarian-Assistance-Report-2012.pdf,en,,,,,,,,
